ID;Active (0/1);Name *;Categories (x,y,z...);Wholesale price;Brand;Delivery;Availability;Description;Image URLs (x,y,z...)
;1;Figurka NECA Flash Gordon (1980) Ultimate Vultan 18 cm;NECA|Inne Filmy i Seriale|Figurki|Figurki Action/ Modele|Zakupy wg tematyki|Gadżety z filmów i seriali|Nowości;"245,00zł";"NECA";"4-7 dni";"Produkt dostępny";"<div class=""resetcss"" itemprop=""description""><p><strong>Figurka NECA Flash Gordon (1980) Ultimate Vultan 18 cm.</strong></p>
<p><span style=""font-size: small;"">Wymiary: 18 cm.</span></p>
<p><span style=""font-size: small;"">Świetne wykonanie, dodatkowe akcesoria w zestawie. Figurka ruchoma, kilkanaście punktów artykulacji/ ustawienia.</span></p>
<p><span style=""font-size: small;"">Idealny pomysł na prezent lub poszerzenie kolekcji.</span></p>
<p><span style=""font-size: small;"">Produkt oryginalny, licencjonowany.</span> </p>
<p><span style=""font-size: small;"">Warto także zerknąć na pozostałe figurki dostępne w naszej ofercie.</span></p></div>";"images/Figurka_NECA_Flash_Gordon_(1980)_Ultimate_Vultan_18_cm/Flash-Gordon-1980-Action-Figure-Ultimate-Vultan-18-cm.jpg|images/Figurka_NECA_Flash_Gordon_(1980)_Ultimate_Vultan_18_cm/Flash-Gordon-1981-Action-Figure-Ultimate-Vultan-18-cm.jpg|images/Figurka_NECA_Flash_Gordon_(1980)_Ultimate_Vultan_18_cm/Flash-Gordon-1982-Action-Figure-Ultimate-Vultan-18-cm.jpg|images/Figurka_NECA_Flash_Gordon_(1980)_Ultimate_Vultan_18_cm/Flash-Gordon-1983-Action-Figure-Ultimate-Vultan-18-cm.jpg|images/Figurka_NECA_Flash_Gordon_(1980)_Ultimate_Vultan_18_cm/Flash-Gordon-1984-Action-Figure-Ultimate-Vultan-18-cm.jpg|images/Figurka_NECA_Flash_Gordon_(1980)_Ultimate_Vultan_18_cm/Flash-Gordon-1985-Action-Figure-Ultimate-Vultan-18-cm.jpg|images/Figurka_NECA_Flash_Gordon_(1980)_Ultimate_Vultan_18_cm/Flash-Gordon-1986-Action-Figure-Ultimate-Vultan-18-cm.jpg|images/Figurka_NECA_Flash_Gordon_(1980)_Ultimate_Vultan_18_cm/Flash-Gordon-1987-Action-Figure-Ultimate-Vultan-18-cm.jpg|images/Figurka_NECA_Flash_Gordon_(1980)_Ultimate_Vultan_18_cm/Flash-Gordon-1988-Action-Figure-Ultimate-Vultan-18-cm.jpg|images/Figurka_NECA_Flash_Gordon_(1980)_Ultimate_Vultan_18_cm/Flash-Gordon-1989-Action-Figure-Ultimate-Vultan-18-cm.jpg|images/Figurka_NECA_Flash_Gordon_(1980)_Ultimate_Vultan_18_cm/Flash-Gordon-1990-Action-Figure-Ultimate-Vultan-18-cm.jpg|images/Figurka_NECA_Flash_Gordon_(1980)_Ultimate_Vultan_18_cm/Flash-Gordon-1991-Action-Figure-Ultimate-Vultan-18-cm.jpg|images/Figurka_NECA_Flash_Gordon_(1980)_Ultimate_Vultan_18_cm/Flash-Gordon-1992-Action-Figure-Ultimate-Vultan-18-cm.jpg"
;1;Figurka NECA Flash Gordon (1980) Ultimate Ming (Red Military Outfit) 18 cm;NECA|Inne Filmy i Seriale|Figurki|Figurki Action/ Modele|Zakupy wg tematyki|Gadżety z filmów i seriali|Nowości;"245,00zł";"NECA";"4-7 dni";"Produkt dostępny";"<div class=""resetcss"" itemprop=""description""><p><strong><span style=""font-size: small;"">Figurka NECA Flash Gordon (1980) Ultimate Ming (Red Military Outfit) 18 cm.</span></strong></p>
<p><span style=""font-size: small;"">Wymiary: 18 cm.</span></p>
<p><span style=""font-size: small;"">Świetne wykonanie, dodatkowe akcesoria w zestawie. Figurka ruchoma, kilkanaście punktów artykulacji/ ustawienia.</span></p>
<p><span style=""font-size: small;"">Idealny pomysł na prezent lub poszerzenie kolekcji.</span></p>
<p><span style=""font-size: small;"">Produkt oryginalny, licencjonowany.</span> </p>
<p><span style=""font-size: small;"">Warto także zerknąć na pozostałe figurki dostępne w naszej ofercie.</span></p></div>";"images/Figurka_NECA_Flash_Gordon_(1980)_Ultimate_Ming_(Red_Military_Outfit)_18_cm/Flash-Gordon-1980-Action-Figure-Ultimate-Ming-Red-Military-Outfit-18-cm.jpg|images/Figurka_NECA_Flash_Gordon_(1980)_Ultimate_Ming_(Red_Military_Outfit)_18_cm/Flash-Gordon-1981-Action-Figure-Ultimate-Ming-Red-Military-Outfit-18-cm.jpg|images/Figurka_NECA_Flash_Gordon_(1980)_Ultimate_Ming_(Red_Military_Outfit)_18_cm/Flash-Gordon-1982-Action-Figure-Ultimate-Ming-Red-Military-Outfit-18-cm.jpg|images/Figurka_NECA_Flash_Gordon_(1980)_Ultimate_Ming_(Red_Military_Outfit)_18_cm/Flash-Gordon-1983-Action-Figure-Ultimate-Ming-Red-Military-Outfit-18-cm.jpg|images/Figurka_NECA_Flash_Gordon_(1980)_Ultimate_Ming_(Red_Military_Outfit)_18_cm/Flash-Gordon-1984-Action-Figure-Ultimate-Ming-Red-Military-Outfit-18-cm.jpg|images/Figurka_NECA_Flash_Gordon_(1980)_Ultimate_Ming_(Red_Military_Outfit)_18_cm/Flash-Gordon-1985-Action-Figure-Ultimate-Ming-Red-Military-Outfit-18-cm.jpg|images/Figurka_NECA_Flash_Gordon_(1980)_Ultimate_Ming_(Red_Military_Outfit)_18_cm/Flash-Gordon-1986-Action-Figure-Ultimate-Ming-Red-Military-Outfit-18-cm.jpg|images/Figurka_NECA_Flash_Gordon_(1980)_Ultimate_Ming_(Red_Military_Outfit)_18_cm/Flash-Gordon-1987-Action-Figure-Ultimate-Ming-Red-Military-Outfit-18-cm.jpg|images/Figurka_NECA_Flash_Gordon_(1980)_Ultimate_Ming_(Red_Military_Outfit)_18_cm/Flash-Gordon-1988-Action-Figure-Ultimate-Ming-Red-Military-Outfit-18-cm.jpg|images/Figurka_NECA_Flash_Gordon_(1980)_Ultimate_Ming_(Red_Military_Outfit)_18_cm/Flash-Gordon-1989-Action-Figure-Ultimate-Ming-Red-Military-Outfit-18-cm.jpg|images/Figurka_NECA_Flash_Gordon_(1980)_Ultimate_Ming_(Red_Military_Outfit)_18_cm/Flash-Gordon-1990-Action-Figure-Ultimate-Ming-Red-Military-Outfit-18-cm.jpg|images/Figurka_NECA_Flash_Gordon_(1980)_Ultimate_Ming_(Red_Military_Outfit)_18_cm/Flash-Gordon-1991-Action-Figure-Ultimate-Ming-Red-Military-Outfit-18-cm.jpg|images/Figurka_NECA_Flash_Gordon_(1980)_Ultimate_Ming_(Red_Military_Outfit)_18_cm/Flash-Gordon-1992-Action-Figure-Ultimate-Ming-Red-Military-Outfit-18-cm.jpg"
;1;Figurka NECA Universal Monsters x TMNT Ultimate Raphael as Frankenstein's Monster 18 cm;NECA|Żółwie Ninja (TMNT)|Figurki|Figurki Action/ Modele|Zakupy wg tematyki|Gadżety z komiksów, anime i bajek|Nowości;"219,00zł";"NECA";"4-7 dni";"Produkt dostępny";"<div class=""resetcss"" itemprop=""description""><p><strong>Figurka NECA Teenage Mutant Ninja Turtles (Mirage Comics) Splinter.</strong></p>
<p><span style=""font-size: small;"">Wymiary: ok. 18 cm.</span></p>
<p><span style=""font-size: small;"">Świetne wykonanie, dodatkowe akcesoria w zestawie. Figurka ruchoma, kilkanaście punktów artykulacji/ ustawienia.</span></p>
<p><span style=""font-size: small;"">Idealny pomysł na prezent lub poszerzenie kolekcji.</span></p>
<p><span style=""font-size: small;"">Produkt oryginalny, licencjonowany.</span> </p>
<p><span style=""font-size: small;""><strong>Warto także zerknąć na pozostałe figurki dostępne w naszej ofercie.</strong></span></p></div>";"images/Figurka_NECA_Universal_Monsters_x_TMNT_Ultimate_Raphael_as_Frankenstein's_Monster_18_cm/Universal-Monsters-x-TMNT-Action-Figure-Ultimate-Raphael-as-Frankensteins-Monster-18-cm-1.jpg|images/Figurka_NECA_Universal_Monsters_x_TMNT_Ultimate_Raphael_as_Frankenstein's_Monster_18_cm/Universal-Monsters-x-TMNT-Action-Figure-Ultimate-Raphael-as-Frankensteins-Monster-18-cm-2.jpg|images/Figurka_NECA_Universal_Monsters_x_TMNT_Ultimate_Raphael_as_Frankenstein's_Monster_18_cm/Universal-Monsters-x-TMNT-Action-Figure-Ultimate-Raphael-as-Frankensteins-Monster-18-cm-3.jpg|images/Figurka_NECA_Universal_Monsters_x_TMNT_Ultimate_Raphael_as_Frankenstein's_Monster_18_cm/Universal-Monsters-x-TMNT-Action-Figure-Ultimate-Raphael-as-Frankensteins-Monster-18-cm-4.jpg|images/Figurka_NECA_Universal_Monsters_x_TMNT_Ultimate_Raphael_as_Frankenstein's_Monster_18_cm/Universal-Monsters-x-TMNT-Action-Figure-Ultimate-Raphael-as-Frankensteins-Monster-18-cm-5.jpg|images/Figurka_NECA_Universal_Monsters_x_TMNT_Ultimate_Raphael_as_Frankenstein's_Monster_18_cm/Universal-Monsters-x-TMNT-Action-Figure-Ultimate-Raphael-as-Frankensteins-Monster-18-cm-6.jpg|images/Figurka_NECA_Universal_Monsters_x_TMNT_Ultimate_Raphael_as_Frankenstein's_Monster_18_cm/Universal-Monsters-x-TMNT-Action-Figure-Ultimate-Raphael-as-Frankensteins-Monster-18-cm-7.jpg|images/Figurka_NECA_Universal_Monsters_x_TMNT_Ultimate_Raphael_as_Frankenstein's_Monster_18_cm/Universal-Monsters-x-TMNT-Action-Figure-Ultimate-Raphael-as-Frankensteins-Monster-18-cm-8.jpg|images/Figurka_NECA_Universal_Monsters_x_TMNT_Ultimate_Raphael_as_Frankenstein's_Monster_18_cm/Universal-Monsters-x-TMNT-Action-Figure-Ultimate-Raphael-as-Frankensteins-Monster-18-cm-9.jpg|images/Figurka_NECA_Universal_Monsters_x_TMNT_Ultimate_Raphael_as_Frankenstein's_Monster_18_cm/Universal-Monsters-x-TMNT-Action-Figure-Ultimate-Raphael-as-Frankensteins-Monster-18-cm-10.jpg|images/Figurka_NECA_Universal_Monsters_x_TMNT_Ultimate_Raphael_as_Frankenstein's_Monster_18_cm/Universal-Monsters-x-TMNT-Action-Figure-Ultimate-Raphael-as-Frankensteins-Monster-18-cm-11.jpg|images/Figurka_NECA_Universal_Monsters_x_TMNT_Ultimate_Raphael_as_Frankenstein's_Monster_18_cm/Universal-Monsters-x-TMNT-Action-Figure-Ultimate-Raphael-as-Frankensteins-Monster-18-cm-12.jpg|images/Figurka_NECA_Universal_Monsters_x_TMNT_Ultimate_Raphael_as_Frankenstein's_Monster_18_cm/Universal-Monsters-x-TMNT-Action-Figure-Ultimate-Raphael-as-Frankensteins-Monster-18-cm-13.jpg|images/Figurka_NECA_Universal_Monsters_x_TMNT_Ultimate_Raphael_as_Frankenstein's_Monster_18_cm/Universal-Monsters-x-TMNT-Action-Figure-Ultimate-Raphael-as-Frankensteins-Monster-18-cm-14.jpg"
;1;Figurka NECA Dungeons & Dragons Dungeons & Dragons Ultimate Grimsword 18 cm;NECA|Inne Filmy i Seriale|Figurki|Figurki Action/ Modele|Zakupy wg tematyki|Gadżety z filmów i seriali|Nowości;"139,00zł";"NECA";"4-7 dni";"Produkt dostępny";"<div class=""resetcss"" itemprop=""description""><p><strong><span style=""font-size: small;"">Figurka NECA Dungeons &amp; Dragons Dungeons &amp; Dragons Ultimate Grimsword 18 cm.</span></strong></p>
<p><span style=""font-size: small;"">Wymiary: 18 cm.</span></p>
<p><span style=""font-size: small;"">Świetne wykonanie, dodatkowe akcesoria w zestawie. Figurka ruchoma, kilkanaście punktów artykulacji/ ustawienia.</span></p>
<p><span style=""font-size: small;"">Idealny pomysł na prezent lub poszerzenie kolekcji.</span></p>
<p><span style=""font-size: small;"">Produkt oryginalny, licencjonowany.</span> </p>
<p><span style=""font-size: small;"">Warto także zerknąć na pozostałe figurki dostępne w naszej ofercie.</span></p></div>";"images/Figurka_NECA_Dungeons_&_Dragons_Dungeons_&_Dragons_Ultimate_Grimsword_18_cm/Dungeons--Dragons-Action-Figure-Ultimate-Grimsword-18-cm-1.jpg|images/Figurka_NECA_Dungeons_&_Dragons_Dungeons_&_Dragons_Ultimate_Grimsword_18_cm/Dungeons--Dragons-Action-Figure-Ultimate-Grimsword-18-cm-2.jpg|images/Figurka_NECA_Dungeons_&_Dragons_Dungeons_&_Dragons_Ultimate_Grimsword_18_cm/Dungeons--Dragons-Action-Figure-Ultimate-Grimsword-18-cm-3.jpg|images/Figurka_NECA_Dungeons_&_Dragons_Dungeons_&_Dragons_Ultimate_Grimsword_18_cm/Dungeons--Dragons-Action-Figure-Ultimate-Grimsword-18-cm-4.jpg|images/Figurka_NECA_Dungeons_&_Dragons_Dungeons_&_Dragons_Ultimate_Grimsword_18_cm/Dungeons--Dragons-Action-Figure-Ultimate-Grimsword-18-cm-5.jpg|images/Figurka_NECA_Dungeons_&_Dragons_Dungeons_&_Dragons_Ultimate_Grimsword_18_cm/Dungeons--Dragons-Action-Figure-Ultimate-Grimsword-18-cm-6.jpg"
;1;Figurka Anakin Skywalker Star Wars Funko POP Deluxe Darth Vader First Appearance 15 cm;Funko|Star Wars Gwiezdne Wojny|Figurki|Funko POP!|Zakupy wg tematyki|Gadżety z filmów i seriali|Nowości;"175,00zł";"Funko";"4-7 dni";"Produkt dostępny";"<div class=""resetcss"" itemprop=""description""><p><strong>Figurka Anakin Skywalker Star Wars Funko POP Deluxe Darth Vader First Appearance 15 cm.</strong></p>
<p><span style=""font-size: small;"">Urocza figurka wykonana jest z winylu.</span></p>
<p><span style=""font-size: small;"">Wymiary: ok. 15 cm.</span></p>
<p><span style=""font-size: small;"">Całość w oryginalnym opakowaniu.</span></p>
<p><span style=""font-size: small;"">Produkt oryginalny, licencjonowany.</span></p>
<p><span style=""font-size: small;"">Jak na zdjęciu.</span> </p>
<p><span style=""font-size: small;""><strong>Mega pomysł na prezent dla każdego fana serii filmów Star Wars - Gwiezdne Wojny. Sprawdź także pozostałe figurki Funko POP! dostępne w sklepie GeekUP.</strong></span></p></div>";"images/Figurka_Anakin_Skywalker_Star_Wars_Funko_POP_Deluxe_Darth_Vader_First_Appearance_15_cm/Star-Wars-Dark-Side-POP-Ride-Deluxe-Vinyl-Figure-Darth-Vader-First-Appearance-1.jpg|images/Figurka_Anakin_Skywalker_Star_Wars_Funko_POP_Deluxe_Darth_Vader_First_Appearance_15_cm/Star-Wars-Dark-Side-POP-Ride-Deluxe-Vinyl-Figure-Darth-Vader-First-Appearance-2.jpg"
;1;Figurka Darth Maul Funko POP! Star Wars Dark Side;Funko|Star Wars Gwiezdne Wojny|Figurki|Funko POP!|Zakupy wg tematyki|Gadżety z filmów i seriali|Nowości;"69,99zł";"Funko";"4-7 dni";"Produkt dostępny";"<div class=""resetcss"" itemprop=""description""><p><strong>Figurka Darth Maul Funko POP! Star Wars Dark Side.</strong></p>
<p><span style=""font-size: small;"">Urocza figurka wykonana jest z winylu.</span></p>
<p><span style=""font-size: small;"">Wymiary: ok. 10 cm.</span></p>
<p><span style=""font-size: small;"">Całość w oryginalnym opakowaniu.</span></p>
<p><span style=""font-size: small;"">Produkt oryginalny, licencjonowany.</span></p>
<p> </p></div>";"images/Figurka_Darth_Maul_Funko_POP!_Star_Wars_Dark_Side/Star-Wars-Dark-Side-POP-Vinyl-Figure-Darth-Maul-9-cm-1.jpg|images/Figurka_Darth_Maul_Funko_POP!_Star_Wars_Dark_Side/Star-Wars-Dark-Side-POP-Vinyl-Figure-Darth-Maul-9-cm-2.jpg"
;1;Plecak Venom 2 Spider-Man Marvel 41 cm;Difuzed|Marvel|Dodatki|Plecaki|Akcesoria szkolne|Zakupy wg tematyki|Gadżety z komiksów, anime i bajek|Nowości;"239,00zł";"Difuzed";"4-7 dni";"Produkt dostępny";"<div class=""resetcss"" itemprop=""description""><p> </p>
<p><strong><span style=""font-size: 10pt;"">Plecak Venom 2 Spider-Man Marvel 41 cm.</span></strong></p>
<p><span style=""font-size: 10pt;"">Świetny i funkcjonalny gadżet, na pewno sprawdzi się w szkole, na uczelni czy w pracy.</span></p>
<p> </p>
<p><span style=""font-size: 10pt;"">Wymiary: 41 x 30 x 14 cm.</span></p>
<p><span style=""font-size: 10pt;"">Materiał: poliester.</span></p>
<p><span style=""font-size: 10pt;"">Produkt licencjonowany, oryginany.</span></p></div>";"images/Plecak_Venom_2_Spider-Man_Marvel_41_cm/Spider-Man-Backpack-Venom-2-Glow-in-the-Dark-1.jpg|images/Plecak_Venom_2_Spider-Man_Marvel_41_cm/Spider-Man-Backpack-Venom-2-Glow-in-the-Dark-2.jpg|images/Plecak_Venom_2_Spider-Man_Marvel_41_cm/Spider-Man-Backpack-Venom-2-Glow-in-the-Dark-3.jpg"
;1;Figurka Spider-Man Epic Hero Series Web Splashers Venom Green Symbiote Hydro Wing Blast 10 cm;Hasbro|Marvel|Figurki|Figurki Action/ Modele|Zakupy wg tematyki|Gadżety z komiksów, anime i bajek|Nowości;"129,00zł";"Hasbro";"4-7 dni";"Produkt dostępny";"<div class=""resetcss"" itemprop=""description""><p><strong>Figurka Spider-Man Epic Hero Series Web Splashers Venom Green Symbiote Hydro Wing Blast 10 cm</strong></p>
<p>Wymiary: ok. 10 cm.</p>
<p>Całość w oryginalnym opakowaniu.</p>
<p>Produkt oryginalny, licencjonowany.</p>
<p>Jak na zdjęciu.</p>
<p>Ciekawy pomysł na prezent dla fana Spidermana.</p>
<p>Sprawdź także pozostałe figurki dostępne w naszym geekowym sklepie.</p></div>";"images/Figurka_Spider-Man_Epic_Hero_Series_Web_Splashers_Venom_Green_Symbiote_Hydro_Wing_Blast_10_cm/Spider-Man-Epic-Hero-Series-Web-Splashers-Action-Figure-Green-Symbiote-Hydro-Wing-Blast-10-cm.jpg|images/Figurka_Spider-Man_Epic_Hero_Series_Web_Splashers_Venom_Green_Symbiote_Hydro_Wing_Blast_10_cm/Man-Epic-Hero-Series-Web-Splashers-Action-Figure-Green-Symbiote-Hydro-Wing-Blast-10-c-2.jpg|images/Figurka_Spider-Man_Epic_Hero_Series_Web_Splashers_Venom_Green_Symbiote_Hydro_Wing_Blast_10_cm/Man-Epic-Hero-Series-Web-Splashers-Action-Figure-Green-Symbiote-Hydro-Wing-Blast-10-c-1.jpg|images/Figurka_Spider-Man_Epic_Hero_Series_Web_Splashers_Venom_Green_Symbiote_Hydro_Wing_Blast_10_cm/Man-Epic-Hero-Series-Web-Splashers-Action-Figure-Green-Symbiote-Hydro-Wing-Blast-10-c-3.jpg|images/Figurka_Spider-Man_Epic_Hero_Series_Web_Splashers_Venom_Green_Symbiote_Hydro_Wing_Blast_10_cm/Man-Epic-Hero-Series-Web-Splashers-Action-Figure-Green-Symbiote-Hydro-Wing-Blast-10-c-4.jpg"
;1;Figurka Minions x BTS Funko POP! SUGA 9 Gru i Minionki;Funko|Inne Bajki, Anime, Komiksy|Figurki|Funko POP!|Zakupy wg tematyki|Gadżety z komiksów, anime i bajek|Nowości;"69,99zł";"Funko";"4-7 dni";"Produkt dostępny";"<div class=""resetcss"" itemprop=""description""><p><strong>Figurka Minions x BTS Funko POP! SUGA 9 Gru i Minionki.</strong></p>
<p>Całość w oryginalnym opakowaniu.</p>
<p>Produkt oryginalny, licencjonowany.</p>
<p>Wymiary: ok. 9 cm.</p>
<p>Sprawdź także pozostałe figurki Funko POP! dostępne w naszym geekowym sklepie.</p></div>";"images/Figurka_Minions_x_BTS_Funko_POP!_SUGA_9_Gru_i_Minionki/Minions-x-BTS-POP-Rocks-Vinyl-Figure-SUGA-9-cm-1.jpg|images/Figurka_Minions_x_BTS_Funko_POP!_SUGA_9_Gru_i_Minionki/Minions-x-BTS-POP-Rocks-Vinyl-Figure-SUGA-9-cm-2.jpg"
;1;Figurka Hulkbuster Hasbro Marvel Legends 23 cm;Hasbro|Marvel|Figurki|Figurki Action/ Modele|Zakupy wg tematyki|Gadżety z komiksów, anime i bajek|Nowości;"375,00zł";"Hasbro";"4-7 dni";"Produkt dostępny";"<div class=""resetcss"" itemprop=""description""><p><strong><span style=""font-size: 10pt;"">Figurka Hulkbuster Hasbro Marvel Legends 23 cm.</span></strong></p>
<p><span style=""font-size: 10pt;"">Figurka posiada kilka punktów artykulacji.</span></p>
<p><span style=""font-size: 10pt;"">Możliwość ustawienia figurki w różnych pozycjach.</span></p>
<p><span style=""font-size: 10pt;"">Dodatkowe akcesoria zawarte w zestawie.</span></p>
<p><span style=""font-size: 10pt;"">Wymiary: ok. 23 cm.</span></p>
<p><span style=""font-size: 10pt;"">Produkt oryginalny, licencjonowany.</span></p>
<p><span style=""font-size: 10pt;""><strong>Super pomysł na prezent dla fana Marvela.</strong></span></p>
<p><span style=""font-size: 10pt;""><strong>Sprawdź także pozostałe figurki Hasbro dostępne w naszym geekowym sklepie.</strong></span></p></div>";"images/Figurka_Hulkbuster_Hasbro_Marvel_Legends_23_cm/Marvel-85th-Anniversary-Marvel-Legends-Action-Figure-Hulkbuster-23-cm-1.jpg|images/Figurka_Hulkbuster_Hasbro_Marvel_Legends_23_cm/Marvel-85th-Anniversary-Marvel-Legends-Action-Figure-Hulkbuster-23-cm-13.jpg|images/Figurka_Hulkbuster_Hasbro_Marvel_Legends_23_cm/Marvel-85th-Anniversary-Marvel-Legends-Action-Figure-Hulkbuster-23-cm-2.jpg|images/Figurka_Hulkbuster_Hasbro_Marvel_Legends_23_cm/Marvel-85th-Anniversary-Marvel-Legends-Action-Figure-Hulkbuster-23-cm-3.jpg|images/Figurka_Hulkbuster_Hasbro_Marvel_Legends_23_cm/Marvel-85th-Anniversary-Marvel-Legends-Action-Figure-Hulkbuster-23-cm-4.jpg|images/Figurka_Hulkbuster_Hasbro_Marvel_Legends_23_cm/Marvel-85th-Anniversary-Marvel-Legends-Action-Figure-Hulkbuster-23-cm-6.jpg|images/Figurka_Hulkbuster_Hasbro_Marvel_Legends_23_cm/Marvel-85th-Anniversary-Marvel-Legends-Action-Figure-Hulkbuster-23-cm-8.jpg|images/Figurka_Hulkbuster_Hasbro_Marvel_Legends_23_cm/Marvel-85th-Anniversary-Marvel-Legends-Action-Figure-Hulkbuster-23-cm-9.jpg|images/Figurka_Hulkbuster_Hasbro_Marvel_Legends_23_cm/Marvel-85th-Anniversary-Marvel-Legends-Action-Figure-Hulkbuster-23-cm-7.jpg|images/Figurka_Hulkbuster_Hasbro_Marvel_Legends_23_cm/Marvel-85th-Anniversary-Marvel-Legends-Action-Figure-Hulkbuster-23-cm-11.jpg|images/Figurka_Hulkbuster_Hasbro_Marvel_Legends_23_cm/Marvel-85th-Anniversary-Marvel-Legends-Action-Figure-Hulkbuster-23-cm-12.jpg"
;1;Figurka Jaskier Wiedźmin Dark Horse 22 cm;Dark Horse|Wiedźmin|Figurki|Figurki Action/ Modele|Statuetki|Zakupy wg tematyki|Gadżety z gier|Nowości|Promocje;"65,00zł";"Dark Horse";"4-7 dni";"Produkt dostępny";"<div class=""resetcss"" itemprop=""description""><p><strong>Figurka Jaskier Wiedźmin Dark Horse 22 cm.</strong></p>
<p>Niesamowita figurka, świetne odzwierciedlone szczegóły i dbałość o detale.</p>
<p>Figurka umiejscowiona jest na podstawce.</p>
<p><span style=""font-size: small;"">Produkt oryginalny, licencjonowany.</span> </p>
<p><span style=""font-size: small;""><strong>Super pomysł na prezent dla każdego fana Wiedźmina. Sprawdź także pozostałe figurki dostępne w naszym sklepie.</strong></span></p>
<div id=""spoon-plugin-kncgbdglledmjmpnikebkagnchfdehbm-2"" style=""display: none;""> </div></div>";"images/Figurka_Jaskier_Wiedźmin_Dark_Horse_22_cm/The-Witcher-PVC-Statue-Jaskier-22-cm-7.jpg|images/Figurka_Jaskier_Wiedźmin_Dark_Horse_22_cm/The-Witcher-PVC-Statue-Jaskier-22-cm-1.jpg|images/Figurka_Jaskier_Wiedźmin_Dark_Horse_22_cm/The-Witcher-PVC-Statue-Jaskier-22-cm-2.jpg|images/Figurka_Jaskier_Wiedźmin_Dark_Horse_22_cm/The-Witcher-PVC-Statue-Jaskier-22-cm-3.jpg|images/Figurka_Jaskier_Wiedźmin_Dark_Horse_22_cm/The-Witcher-PVC-Statue-Jaskier-22-cm-4.jpg|images/Figurka_Jaskier_Wiedźmin_Dark_Horse_22_cm/The-Witcher-PVC-Statue-Jaskier-22-cm-5.jpg|images/Figurka_Jaskier_Wiedźmin_Dark_Horse_22_cm/The-Witcher-PVC-Statue-Jaskier-22-cm-6.jpg|images/Figurka_Jaskier_Wiedźmin_Dark_Horse_22_cm/The-Witcher-PVC-Statue-Jaskier-22-cm-8.jpg"
;1;Figurka DC Multiverse Jim Gordon as Batman Endgame 18 cm McFarlane Toys 18 cm;McFarlane Toys|Batman|Figurki|Figurki Action/ Modele|Zakupy wg tematyki|Gadżety z komiksów, anime i bajek|DC Comics|Nowości|Promocje;"95,00zł";"McFarlane Toys";"4-7 dni";"Produkt dostępny";"<div class=""resetcss"" itemprop=""description""><p><strong>Figurka DC Multiverse Jim Gordon as Batman Endgame 18 cm McFarlane Toys 18 cm.</strong></p>
<p>Figurka posiada kilkanaście punktów artykulacji oraz dodatkowe akcesoria.</p>
<p>Możliwość ustawienia figurki w różnych pozycjach.</p>
<p>Wymiary: ok. 18 cm.</p>
<p>Całość w oryginalnym opakowaniu z motywami DC Comics.</p>
<p>Produkt oryginalny, licencjonowany.</p>
<p>Sprawdź także pozostałe figurki McFarlane Toys dostępne w naszym geekowym sklepie.</p></div>";"images/Figurka_DC_Multiverse_Jim_Gordon_as_Batman_Endgame_18_cm_McFarlane_Toys_18_cm/DC-Multiverse-Action-Figure-Jim-Gordon-as-Batman-Batman-Endgame-18-cm-1.jpg|images/Figurka_DC_Multiverse_Jim_Gordon_as_Batman_Endgame_18_cm_McFarlane_Toys_18_cm/DC-Multiverse-Action-Figure-Jim-Gordon-as-Batman-Batman-Endgame-18-cm-2.jpg|images/Figurka_DC_Multiverse_Jim_Gordon_as_Batman_Endgame_18_cm_McFarlane_Toys_18_cm/DC-Multiverse-Action-Figure-Jim-Gordon-as-Batman-Batman-Endgame-18-cm-3.jpg|images/Figurka_DC_Multiverse_Jim_Gordon_as_Batman_Endgame_18_cm_McFarlane_Toys_18_cm/DC-Multiverse-Action-Figure-Jim-Gordon-as-Batman-Batman-Endgame-18-cm-4.jpg|images/Figurka_DC_Multiverse_Jim_Gordon_as_Batman_Endgame_18_cm_McFarlane_Toys_18_cm/DC-Multiverse-Action-Figure-Jim-Gordon-as-Batman-Batman-Endgame-18-cm-5.jpg|images/Figurka_DC_Multiverse_Jim_Gordon_as_Batman_Endgame_18_cm_McFarlane_Toys_18_cm/DC-Multiverse-Action-Figure-Jim-Gordon-as-Batman-Batman-Endgame-18-cm-6.jpg|images/Figurka_DC_Multiverse_Jim_Gordon_as_Batman_Endgame_18_cm_McFarlane_Toys_18_cm/DC-Multiverse-Action-Figure-Jim-Gordon-as-Batman-Batman-Endgame-18-cm-7.jpg|images/Figurka_DC_Multiverse_Jim_Gordon_as_Batman_Endgame_18_cm_McFarlane_Toys_18_cm/DC-Multiverse-Action-Figure-Jim-Gordon-as-Batman-Batman-Endgame-18-cm-8.jpg|images/Figurka_DC_Multiverse_Jim_Gordon_as_Batman_Endgame_18_cm_McFarlane_Toys_18_cm/DC-Multiverse-Action-Figure-Jim-Gordon-as-Batman-Batman-Endgame-18-cm-9.jpg|images/Figurka_DC_Multiverse_Jim_Gordon_as_Batman_Endgame_18_cm_McFarlane_Toys_18_cm/DC-Multiverse-Action-Figure-Jim-Gordon-as-Batman-Batman-Endgame-18-cm-10.jpg|images/Figurka_DC_Multiverse_Jim_Gordon_as_Batman_Endgame_18_cm_McFarlane_Toys_18_cm/DC-Multiverse-Action-Figure-Jim-Gordon-as-Batman-Batman-Endgame-18-cm-11.jpg"
